gene_id	gene_name	fust1_1	fust1_3	cel_N2_3	cel_N2_1	cel_N2_2	fust1_2
C41G7.15	C41G7.15	0	0	0	0	0	0
C41G7.3	C41G7.3	0	0	0	0	0	0
C41G7.6	C41G7.6	0	0	0	0	0	0
C41G7.7	C41G7.7	0	0	0	0	0	0
C41G7.8	C41G7.8	0	0	0	0	0	0
C41G7.9	C41G7.9	0	0	0	0	0	0
C43E11.12	C43E11.12	0	0	0	0	0	0
C43E11.5	C43E11.5	0	0	0	0	2.85714	0
C43E11.9	C43E11.9	0	0	0	0	0	0
C43H8.1	C43H8.1	0	0	0	0	0	0
C44E4.1	C44E4.1	0	0	0	0	0	0
C44E4.10	C44E4.10	0	0	0	0	0	0
C44E4.4	C44E4.4	0	0	0	0	0	0
C44E4.5	C44E4.5	0	0	0	0	0	0
C45E1.10	C45E1.10	15	15	13	4	13	19
C45E1.4	C45E1.4	422	572	466	498	519	624
C45E1.5	C45E1.5	7	10	19	14	9	13
C45E1.6	C45E1.6	0.5	1.5	1.5	0	2	1
C45E1.7	C45E1.7	11	28	9	11	15	17
C45E1.9	C45E1.9	0.5	1.5	1.5	0	2	1
C45G3.3	C45G3.3	0	0	0	0	0	0
C45G3.4	C45G3.4	0	0	0	0	0	0
C46H11.1	C46H11.1	0	0	0	0	0	0
C46H11.10	C46H11.10	0	0	0	0	0	0
C46H11.12	C46H11.12	0	0	0	0	0	0
C46H11.2	C46H11.2	0	0	0	0	0	0
C46H11.3	C46H11.3	0	0	0	0	0	0
C46H11.6	C46H11.6	0	0	0	0	0	0
C46H11.7	C46H11.7	0	0	0	0	0	0
C47B2.2	C47B2.2	0	0	0	0	0	0
C47B2.9	C47B2.9	0	0	0	0	0	0
C47F8.1	C47F8.1	0	0	0	0	0	0
C47F8.10	C47F8.10	0	0	0	0	0	0
C47F8.3	C47F8.3	0	0	0	0	0	0
C47F8.5	C47F8.5	0	0	0	0	0	0
C47F8.6	C47F8.6	0	0	0	0	0	0
C47F8.7	C47F8.7	0	0	0	0	0	0
C47F8.9	C47F8.9	0	0	0	0	0	0
C48B6.10	C48B6.10	0	0	0	0	0	0
C48B6.11	C48B6.11	0	0	0	0	0	0
C48B6.12	C48B6.12	0	0	0	0	0	0
C48B6.13	C48B6.13	0	0	0	0	0	0
C48B6.2	C48B6.2	0	0	0	0	0	0
C48B6.3	C48B6.3	0	0	0	0	0	0
C48B6.4	C48B6.4	0	0	0	0	0	0
C48B6.9	C48B6.9	0	0	0	0	0	0
C48E7.1	C48E7.1	0	0	0	0	0	0
C48E7.12	C48E7.12	0	0	0	0	0	0
C48E7.13	C48E7.13	0	0	0	0	0	0
C48E7.14	C48E7.14	0	0	0	0	0	0
C48E7.2	C48E7.2	0	0	0	0	0	0
C48E7.6	C48E7.6	0	0	0	0	0	0
C48E7.7	C48E7.7	0	0	0	0	0	0
C49A1.1	C49A1.1	0	0	0	0	0	0
C49A1.10	C49A1.10	0	0	0	0	0	0
C49A1.5	C49A1.5	0	0	0	0	0	0
C49G9.1	C49G9.1	0	0	0	0	0	0
C49G9.2	C49G9.2	0	0	0	0	0	0
C50F2.1	C50F2.1	10	13	15	6	10	11
C50F2.2	C50F2.2	358	465	360	365	351	446
C50F2.3	C50F2.3	648	805	719	729	708	862
C50F2.4	C50F2.4	152	203	150	179	190	194
C50F2.5	C50F2.5	9	14	8	14	17.1429	20
C50F2.7	C50F2.7	88	93	76	74	88	90
C53C7.6	C53C7.6	0	0	0	0	0	0
C53D5.1	C53D5.1	0	0	0	0	0	0
C53D5.3	C53D5.3	0	0	0	0	0	0
C53D5.5	C53D5.5	0	0	0	0	0	0
C53H9.2	C53H9.2	6674.002	9268.99887	6522.0014	6791.998	6881.99691	9366.9968
C53H9.3	C53H9.3	12	15	14	17	14	19
C54C8.12	C54C8.12	0	0	0	0	0	0
C54C8.2	C54C8.2	0	0	0	0	0	0
C54C8.3	C54C8.3	0	0	0	0	0	0
C54C8.4	C54C8.4	0	0	0	0	0	0
C54G4.11	C54G4.11	0	0	0	0	0	0
C54G4.12	C54G4.12	0	0	0	0	0	0
C54G4.13	C54G4.13	0	0	0	0	0	0
C54G4.14	C54G4.14	0	0	0	0	0	0
C54G4.15	C54G4.15	0	0	0	0	0	0
C54G4.16	C54G4.16	0	0	0	0	0	0
C54G4.2	C54G4.2	0	0	0	0	0	0
C54G4.3	C54G4.3	0	0	0	0	0	0
C54G4.4	C54G4.4	0	0	0	0	0	0
C54G4.5	C54G4.5	0	0	0	0	0	0
C54G4.7	C54G4.7	0	0	0	0	0	0
C54G4.9	C54G4.9	0	0	0	0	0	0
C54G6.2	C54G6.2	53	96	72	51	71	64
C54G6.3	C54G6.3	72	76	62	62	75	73
C54G6.6	C54G6.6	0	0	0	0	0	0
C54G6.7	C54G6.7	0	0	0	0	0	0
C54G6.8	C54G6.8	0	1	0	0	0	1
C55B7.10	C55B7.10	0	0	0	0	0	0
C55B7.11	C55B7.11	0	0	0	0	0	0
C55B7.13	C55B7.13	0	0	0	0	0	0
C55B7.3	C55B7.3	0	0	0	0	0	0
C55C2.3	C55C2.3	0	0	3	2	3	0
C55C2.4	C55C2.4	0	0	2	0	1	3
cah-6	cah-6	457	695	573	601	580	633
calm-1	calm-1	0	0	0	0	0	0
calu-2	calu-2	0	0	0	0	0	0
capg-1	capg-1	0	0	0	0	0	0
car-1	car-1	0	0	0	0	0	0
cars-1	cars-1	3542.0011	4428.9984	3610.9881	3403.9719	3752.9798	4396.9975
cas-2	cas-2	0	0	0	0	0	0
catp-1	catp-1	0	0	0	0	0	0
cbl-1	cbl-1	0	0	0	0	0	0
ccb-1	ccb-1	1039.99616	1480.99614	1231.99941	1205.00498	1315.00305	1531.99556
ccb-2	ccb-2	23.999987	48	23.000051	26	28.99998	45
cco-1	cco-1	0	0	0	0	0	0
ccpp-1	ccpp-1	0	0	0	0	0	0
cdc-25.1	cdc-25.1	0	0	0	0	0	0
cdc-26	cdc-26	0	0	0	0	0	0
cdc-48.3	cdc-48.3	0	0	0	0	0	0
cdc-6	cdc-6	0	0	0	0	0	0
cdc-7	cdc-7	0	0	0	0	0	0
cdk-2	cdk-2	208	263	195	198	174	227.849
cdk-7	cdk-7	156	228	147	164	178	170
cdk-8	cdk-8	0	0	0	0	0	0
cdk-9	cdk-9	0	0	0	0	0	0
cdt-1	cdt-1	72	95	54	54	100	104
cebp-2	cebp-2	0	0	0	0	0	0
cec-10	cec-10	0	0	0	0	0	0
ced-1	ced-1	0	0	0	0	0	0
ced-12	ced-12	0	0	0	0	0	0
ceh-12	ceh-12	0	0	0	0	0	0
ceh-17	ceh-17	0	0	0	0	0	0
ceh-2	ceh-2	0	0	0	0	0	0
ceh-45	ceh-45	105	122	83	77	100	141
ceh-5	ceh-5	0	0	0	0	0	0
ceh-6	ceh-6	0	0	0	0	0	0
ceh-8	ceh-8	0	0	0	0	0	0
ceh-9	ceh-9	0	0	0	0	0	0
cel-1	cel-1	0	0	0	0	0	0
cep-1	cep-1	0	0	0	0	0	0
ces-1	ces-1	0	0	0	0	0	0
ces-2	ces-2	0	0	0	0	0	0
cey-2	cey-2	0	0	0	0	0	0
cey-3	cey-3	0	0	0	0	0	0
cfi-1	cfi-1	0	0	0	0	0	0
cfim-1	cfim-1	0	0	0	0	0	0
chaf-1	chaf-1	0	0	0	0	0	0
chaf-2	chaf-2	63	81.99999	75	73	82	101
chd-1	chd-1	0	0	0	0	0	0
chd-7	chd-7	0	0	0	0	0	0
che-1	che-1	0	0	0	0	0	0
che-13	che-13	0	0	0	0	0	0
che-14	che-14	0	0	0	0	0	0
che-3	che-3	0	0	0	0	0	0
chn-1	chn-1	0	0	0	0	0	0
chp-1	chp-1	0	0	0	0	0	0
chs-1	chs-1	0	0	0	0	0	0
cids-2	cids-2	0	0	0	0	0	0
cir-1	cir-1	0	0	0	0	0	0
ckr-1	ckr-1	0	0	0	0	0	0
cle-1	cle-1	0	0	0	0	0	0
clec-100	clec-100	0	0	0	0	0	0
clec-101	clec-101	0	0	0	0	0	0
clec-102	clec-102	0	0	0	0	0	0
clec-103	clec-103	0	0	0	0	0	0
clec-104	clec-104	0	0	0	0	0	0
clec-105	clec-105	0	0	0	0	0	0
clec-106	clec-106	0	0	0	0	0	0
clec-107	clec-107	0	0	0	0	0	0
clec-108	clec-108	0	0	0	0	0	0
clec-109	clec-109	0	0	0	0	0	0
clec-11	clec-11	0	0	0	0	0	0
clec-110	clec-110	0	0	0	0	0	0
clec-111	clec-111	0	0	0	0	0	0
clec-112	clec-112	0	0	0	0	0	0
clec-113	clec-113	0	0	0	0	0	0
clec-114	clec-114	0	0	0	0	0	0
clec-115	clec-115	0	0	0	0	0	0
clec-116	clec-116	0	0	0	0	0	0
clec-12	clec-12	0	0	0	0	0	0
clec-13	clec-13	0	0	0	0	0	0
clec-15	clec-15	0	0	0	0	0	0
clec-17	clec-17	0	0	0	0	0	0
clec-18	clec-18	0	0	0	0	0	0
clec-53	clec-53	32	43	64	52	57	41
clec-87	clec-87	0	0	0	0	0	0
clec-89	clec-89	0	0	0	0	0	0
clec-90	clec-90	0	0	0	0	0	0
clec-91	clec-91	0	0	0	0	0	0
clec-92	clec-92	0	0	0	0	0	0
clec-93	clec-93	0	0	0	0	0	0
clec-94	clec-94	0	0	0	0	0	0
clec-95	clec-95	0	0	0	0	0	0
clec-96	clec-96	0	0	0	0	0	0
clec-97	clec-97	0	0	0	0	0	0
clec-98	clec-98	0	0	0	0	0	0
clec-99	clec-99	0	0	0	0	0	0
cln-3.2	cln-3.2	0	0	0	0	0	0
clp-3	clp-3	1	2	2	0	0	2
cof-2	cof-2	0	0	0	0	0	0
cogc-1	cogc-1	445.9999	719.0005	565.00029	593.0001	651.9999	654.0003
cogc-3	cogc-3	448.99963	689.99957	626.0001	556.99969	632.99999	641.99984
cogc-5	cogc-5	0	0	0	0	0	0
col-35	col-35	0	0	0	0	0	0
col-45	col-45	0	0	0	0	0	0
col-46	col-46	0	0	0	0	0	0
col-47	col-47	0	0	0	0	0	0
col-48	col-48	131	143	368	366	277	174
col-49	col-49	10	10	13	29	23	16
col-50	col-50	19	9	15	8	16	16
col-51	col-51	4	6	2	12	6	1
col-52	col-52	0	0	0	0	0	0
col-53	col-53	0	0	0	0	0	0
col-54	col-54	0	0	0	0	0	0
col-55	col-55	0	0	0	0	0	0
col-56	col-56	0	0	0	0	0	0
col-58	col-58	0	0	0	0	0	0
col-60	col-60	0	0	0	0	0	0
col-61	col-61	0	0	0	0	0	0
col-62	col-62	0	0	0	0	0	0
col-63	col-63	0	0	0	0	0	0
col-64	col-64	0	0	0	0	0	0
col-65	col-65	0	0	0	0	0	0
col-7	col-7	0	0	0	0	0	0
comp-1	comp-1	0	0	0	0	0	0
copa-1	copa-1	1830	2562	2162	2191	2389	2652
coq-1	coq-1	0	0	0	0	0	0
coq-4	coq-4	55	78	63	49	77	91
cpb-3	cpb-3	0	0	0	0	0	0
cpd-1	cpd-1	0	0	0	0	0	0
cpg-3	cpg-3	0	0	0	0	0	0
cpn-1	cpn-1	0	0	0	0	0	0
cpn-3	cpn-3	583	537	528	572	683	711
cpn-4	cpn-4	0	0	0	0	0	0
cps-6	cps-6	0	0	0	0	0	0
cpx-1	cpx-1	456	613	449	535	574	569
cpz-1	cpz-1	3081.999	3589.998	2630.998	2953.004	3176.003	3839.004
cri-1	cri-1	0	0	0	0	0	0
crml-1	crml-1	0	0	0	0	0	0
crn-1	crn-1	57	113	75	75	82	99
crtc-1	crtc-1	1224.3943	1534.9987	1045.0003	1142.0042	1242.9969	1601.001
csk-1	csk-1	0	0	0	0	0	0
csn-2	csn-2	0	0	0	0	0	0
csnk-1	csnk-1	0	0	0	0	0	0
csp-3	csp-3	0	0	0	0	0	0
ctg-1	ctg-1	0	0	0	0	0	0
ctn-1	ctn-1	3815.0065495	5112.99410192894	4375.99287	4358.99562001094	4772.0007256955	5049.9990978493
cup-2	cup-2	0	0	0	0	0	0
cuti-1	cuti-1	0	0	0	0	0	0
cutl-10	cutl-10	0	0	0	0	0	0
cutl-13	cutl-13	0	0	0	0	0	0
cutl-14	cutl-14	0	0	0	0	0	0
cutl-20	cutl-20	0	0	0	0	0	0
cutl-6	cutl-6	0	0	0	0	0	0
cutl-7	cutl-7	0	0	0	0	0	0
cutl-8	cutl-8	0	0	0	0	0	0
cyb-2.2	cyb-2.2	0	0	0	0	0	0
cyc-1	cyc-1	0	0	0	0	0	0
cye-1	cye-1	0	0	0	0	0	0
cyn-15	cyn-15	0	0	0	0	0	0
cyn-5	cyn-5	0	0	0	0	0	0
cyp-36A1	cyp-36A1	0	0	0	0	0	0
cytb-5.2	cytb-5.2	0	0	0	0	0	0
D1005.8	D1005.8	0	0	0	0	0	0
D1005.9	D1005.9	0	0	0	0	0	0
D1007.10	D1007.10	0	0	0	0	0	0
D1007.13	D1007.13	0	0	0	0	0	0
D1007.15	D1007.15	0	0	0	0	0	0
D1007.18	D1007.18	0	0	0	0	0	0
D1007.19	D1007.19	0	0	0	0	0	0
D1007.20	D1007.20	0	0	0	0	0	0
D1007.22	D1007.22	0	0	0	0	0	0
D1007.3	D1007.3	0	0	0	0	0	0
D1007.4	D1007.4	0	0	0	0	0	0
D1007.5	D1007.5	0	0	0	0	0	0
D1007.8	D1007.8	0	0	0	0	0	0
D1007.9	D1007.9	0	0	0	0	0	0
D1037.1	D1037.1	374.9997	581.0004	485.0002	502.9999	474.0001	625.0003
D1037.5	D1037.5	6	17	22	18	20	8
D1081.10	D1081.10	0	0	0	0	0	0
D1081.11	D1081.11	0	0	0	0	0	0
D1081.12	D1081.12	0	0	0	0	0	0
D1081.14	D1081.14	0	0	0	0	0	0
D1081.15	D1081.15	0	0	0	0	0	0
D1081.16	D1081.16	0	0	0	0	0	0
D1081.17	D1081.17	0	0	0	0	0	0
D1081.18	D1081.18	0	0	0	0	0	0
D1081.3	D1081.3	0	0	0	0	0	0
D1081.4	D1081.4	0	0	0	0	0	0
D1081.5	D1081.5	0	0	0	0	0	0
D1081.6	D1081.6	0	0	0	0	0	0
D1081.7	D1081.7	0	0	0	0	0	0
D1081.8	D1081.8	0	0	0	0	0	0
D1081.9	D1081.9	0	0	0	0	0	0
D2005.1	D2005.1	0	0	0	0	0	0
D2005.3	D2005.3	0	0	0	0	0	0
D2005.4	D2005.4	0	0	0	0	0	0
D2005.6	D2005.6	0	0	0	0	0	0
D2005.7	D2005.7	0	0	0	0	0	0
D2005.9	D2005.9	0	0	0	0	0	0
D2030.11	D2030.11	0	0	0	0	0	0
D2030.12	D2030.12	0	0	0	0	0	0
D2030.2	D2030.2	0	0	0	0	0	0
D2030.3	D2030.3	0	0	0	0	0	0
D2030.4	D2030.4	0	0	0	0	0	0
D2030.7	D2030.7	0	0	0	0	0	0
D2030.8	D2030.8	0	0	0	0	0	0
D2092.1	D2092.1	0	0	0	0	0	0
D2092.10	D2092.10	0	0	0	0	0	0
D2092.12	D2092.12	0	0	0	0	0	0
D2092.13	D2092.13	0	0	0	0	0	0
D2092.14	D2092.14	0	0	0	0	0	0
D2092.15	D2092.15	0	0	0	0	0	0
D2092.4	D2092.4	0	0	0	0	0	0
D2092.6	D2092.6	0	0	0	0	0	0
D2092.8	D2092.8	0	0	0	0	0	0
dad-1	dad-1	0	0	0	0	0	0
daf-16	daf-16	0	0	0	0	0	0
daf-25	daf-25	0	0	0	0	0	0
daf-8	daf-8	0	0	0	0	0	0
dao-5	dao-5	0	0	0	0	0	0
dapk-1	dapk-1	2897.002	4084.0047	3368.995	3431.004	3294.0018	4115.998
dbr-1	dbr-1	0	0	0	0	0	0
dcp-66	dcp-66	0	0	0	0	0	0
dct-9	dct-9	2	2	0	0	1	4
del-3	del-3	0	0	0	0	0	0
del-4	del-4	0	0	0	0	0	0
delm-2	delm-2	0	0	0	0	0	0
deps-1	deps-1	0	0	0	0	0	0
dhc-1	dhc-1	0	0	0	0	0	0
dhfr-1	dhfr-1	0	0	0	0	0	0
dhhc-11	dhhc-11	0	0	0	0	0	0
dhhc-12	dhhc-12	0	0	0	0	0	0
dhhc-2	dhhc-2	0	0	0	0	0	0
dhhc-3	dhhc-3	0	0	0	0	0	0
dhhc-7	dhhc-7	0	0	0	0	0	0
dhod-1	dhod-1	0	0	0	0	0	0
dhp-1	dhp-1	0	0	0	0	0	0
dhs-1	dhs-1	0	0	0	0	0	0
dhs-2	dhs-2	0	0	0	0	0	0
dhs-3	dhs-3	0	0	0	0	0	0
dhs-4	dhs-4	0	0	0	0	0	0
did-2	did-2	246	317	272	294	310	348
dip-2	dip-2	0	0	0	0	0	0
dkf-1	dkf-1	0	0	0	0	0	0
dlc-6	dlc-6	0	0	0	0	0	0
dlk-1	dlk-1	0	0	0	0	0	0
dma-1	dma-1	0	0	0	0	0	0
dmsr-2	dmsr-2	159	213	153	157	152	207
dnc-5	dnc-5	72	110	109	96	115	103
dnc-6	dnc-6	73	84	75	63	71	99
dnj-12	dnj-12	0	0	0	0	0	0
dnj-21	dnj-21	0	0	0	0	0	0
dnj-27	dnj-27	0	0	0	0	0	0
dnj-28	dnj-28	140	157	145	196	193	157
dnj-29	dnj-29	0	0	0	0	0	0
dnj-30	dnj-30	49	70	63.00001	69.00001	86.99999	88
dnj-4	dnj-4	0	0	0	0	0	0
dod-18	dod-18	0	0	0	0	0	0
dog-1	dog-1	0	0	0	0	0	0
dom-3	dom-3	0	0	0	0	0	0
dot-1.1	dot-1.1	2223.9996	2796.9993	2390.995329636	2522.00262062	2738.9989	3065.9968
dox-1	dox-1	0	0	0	0	0	0
dpf-3	dpf-3	0	0	0	0	0	0
dpt-1	dpt-1	0	0	0	0	0	0
dpy-14	dpy-14	0	0	0	0	0	0
dpy-5	dpy-5	0	0	0	0	0	0
drag-1	drag-1	101	147	97	116	128	161
drh-3	drh-3	0	0	0	0	0	0
drsh-1	drsh-1	0	0	0	0	0	0
dsbn-1	dsbn-1	0	0	0	0	0	0
duo-3	duo-3	0	0	0	0	0	0
duox-2	duox-2	0	0	0	0	0	0
dut-1	dut-1	0	0	0	0	0	0
DY3.10	DY3.10	0	0	0	0	0	0
DY3.11	DY3.11	0	0	0	0	0	0
DY3.12	DY3.12	0	0	0	0	0	0
DY3.8	DY3.8	0	0	0	0	0	0
DY3.9	DY3.9	0	0	0	0	0	0
dyb-1	dyb-1	520.00035	779.999720154588	602.99986	611.000111	657.00001559	797.99994018321
dyf-1	dyf-1	0	0	0	0	0	0
dyf-5	dyf-5	0	0	0	0	0	0
dylt-1	dylt-1	0	0	0	0	0	0
dys-1	dys-1	0	0	0	0	0	0
E01A2.1	E01A2.1	0	0	0	0	0	0
E01A2.11	E01A2.11	0	0	0	0	0	0
E01A2.2	E01A2.2	0	0	0	0	0	0
E01A2.5	E01A2.5	0	0	0	0	0	0
E01A2.8	E01A2.8	0	0	0	0	0	0
E01A2.9	E01A2.9	0	0	0	0	0	0
E02D9.1	E02D9.1	0	0	0	0	0	0
E03H4.11	E03H4.11	0	0	0	0	0	0
E03H4.2	E03H4.2	0	0	0	0	0	0
E03H4.3	E03H4.3	0	0	0	0	0	0
E03H4.4	E03H4.4	0	0	0	0	0	0
E03H4.5	E03H4.5	0	0	0	0	0	0
E03H4.8	E03H4.8	38	34	25	36	38	34
eaf-1	eaf-1	0	0	0	0	0	0
eak-6	eak-6	0	0	0	0	0	0
ears-1	ears-1	0	0	0	0	0	0
eat-16	eat-16	0	0	0	0	0	0
eat-18	eat-18	0	0	0	0	0	0
eat-5	eat-5	0	0	0	0	0	0
ech-7	ech-7	0	0	0	0	0	0
edc-3	edc-3	0	0	0	0	0	0
eef-2	eef-2	0	0	0	0	0	0
efsc-1	efsc-1	0	0	0	0	0	0
egg-4	egg-4	62	102	73.6364	75.7377	67	91
egg-5	egg-5	0	0	1.36364	1.2623	0	0
egg-6	egg-6	0	0	0	0	0	0
egl-30	egl-30	4197.544	6055.049	4923.936	5091.995	5159.731	5951.995
ego-1	ego-1	0	0	0	0	0	0
ego-2	ego-2	0	0	0	0	0	0
eif-3.C	eif-3.C	0	0	0	0	0	0
eif-3.E	eif-3.E	0	0	0	0	0	0
eif-3.H	eif-3.H	0	0	0	0	0	0
eif-3.I	eif-3.I	2083.997	2851.003	2236	2169.996	2303.001	2755
eif-3.J	eif-3.J	0	0	0	0	0	0
eif-6	eif-6	0	0	0	0	0	0
ekl-1	ekl-1	0	0	0	0	0	0
ekl-4	ekl-4	0	0	0	0	0	0
elpc-1	elpc-1	0	0	0	0	0	0
eme-1	eme-1	0	0	0	0	0	0
emr-1	emr-1	95	130	71	94	107	123
ensa-1	ensa-1	0	0	0	0	0	0
ent-7	ent-7	0	0	0	0	0	0
enu-3.3	enu-3.3	0	0	0	1	0	0
enu-3.4	enu-3.4	11	10	10	9	5	13
epg-2	epg-2	639	757	800	812	858	820
epg-8	epg-8	0	0	0	0	0	0
ercc-1	ercc-1	0	0	0	0	0	0
eri-6	eri-6	0	0	0	0	0	0
eri-7	eri-7	0	0	0	0	0	0
erm-1	erm-1	0	0	0	0	0	0
ero-1	ero-1	0	0	0	0	0	0
eva-1	eva-1	0	0	0	0	0	0
exc-4	exc-4	0	0	0	0	0	0
exo-3	exo-3	0	0	0	0	0	0
exoc-7	exoc-7	0	0	0	0	0	0
exoc-8	exoc-8	0	0	0	0	0	0
exos-3	exos-3	0	0	0	0	0	0
eya-1	eya-1	0	0	0	0	0	0
F02E9.1	F02E9.1	0	0	0	0	0	0
F02E9.10	F02E9.10	0	0	0	0	0	0
F02E9.3	F02E9.3	0	0	0	0	0	0
F02E9.5	F02E9.5	0	0	0	0	0	0
F02E9.7	F02E9.7	0	0	0	0	0	0
F07A5.2	F07A5.2	0	0	0	0	0	0
F07A5.4	F07A5.4	0	0	0	0	0	0
F08A8.10	F08A8.10	0	0	0	0	0	0
F08A8.2	F08A8.2	0	0	0	0	0	0
F08A8.3	F08A8.3	0	0	0	0	0	0
F08A8.4	F08A8.4	0	0	0	0	0	0
F08A8.5	F08A8.5	0	0	0	0	0	0
F08A8.8	F08A8.8	0	0	0	0	0	0
F08A8.9	F08A8.9	0	0	0	0	0	0
F08B6.1	F08B6.1	0	0	0	0	0	0
F08B6.6	F08B6.6	0	0	0	0	0	0
F08B6.7	F08B6.7	0	0	0	0	0	0
F08G2.10	F08G2.10	0	0	0	0	0	0
F08G2.11	F08G2.11	0	0	0	0	0	0
F08G2.15	F08G2.15	0	0	0	0	0	0
F08G2.17	F08G2.17	0	0	0	0	0	0
F08G2.9	F08G2.9	0	0	0	0	0	0
F09C3.2	F09C3.2	0	0	0	0	0	0
F10C1.16	F10C1.16	0	0	0	0	0	0
F10D11.2	F10D11.2	0	0	0	0	0	0
F10D11.3	F10D11.3	0	0	0	0	0	0
F10D11.4	F10D11.4	0	0	0	0	0	0
F10D11.5	F10D11.5	0	0	0	0	0	0
F10D11.6	F10D11.6	0	0	0	0	0	0
F10D11.7	F10D11.7	0	0	0	0	0	0
F10D11.8	F10D11.8	0	0	0	0	0	0
F10G8.1	F10G8.1	0	0	0	0	0	0
F10G8.10	F10G8.10	0	0	0	0	0	0
F10G8.11	F10G8.11	0	0	0	0	0	0
F10G8.12	F10G8.12	0	0	0	0	0	0
F10G8.2	F10G8.2	0	0	0	0	0	0
F10G8.8	F10G8.8	0	0	0	0	0	0
F10G8.9	F10G8.9	0	0	0	0	0	0
F11A6.10	F11A6.10	0	0	0	0	0	0
F11A6.11	F11A6.11	0	0	0	0	0	0
F11A6.12	F11A6.12	0	0	0	0	0	0
F11A6.13	F11A6.13	0	0	0	0	0	0
F11A6.14	F11A6.14	0	0	0	0	0	0
F11A6.15	F11A6.15	0	0	0	0	0	0
F11A6.4	F11A6.4	0	0	0	0	0	0
F11A6.5	F11A6.5	0	0	0	0	0	0
F11A6.6	F11A6.6	0	0	0	0	0	0
F11A6.7	F11A6.7	0	0	0	0	0	0
F11A6.9	F11A6.9	0	0	0	0	0	0
F11C3.1	F11C3.1	0	0	0	0	0	0
F13G3.10	F13G3.10	0	0	0	0	0	0
F13G3.12	F13G3.12	0	0	0	0	0	0
F13G3.13	F13G3.13	0	0	0	0	0	0
F13G3.14	F13G3.14	0	0	0	0	0	0
F13G3.3	F13G3.3	0	0	0	0	0	0
F13G3.6	F13G3.6	0	0	0	0	0	0
F13G3.7	F13G3.7	0	0	0	0	0	0
F14B4.1	F14B4.1	0	0	0	0	0	0
F14B4.2	F14B4.2	0	0	0	0	0	0
F14B4.4	F14B4.4	0	0	0	0	0	0
F14B6.2	F14B6.2	1	0	0	0	0	0
F14B6.3	F14B6.3	0	0	0	0	0	0
F14B6.4	F14B6.4	0	0	0	0	0	0
F14B6.6	F14B6.6	0	0	0	0	0	0
F14D2.18	F14D2.18	0	0	0	0	0	0
F15C11.4	F15C11.4	0	0	0	0	0	0
F15C11.5	F15C11.5	0	0	0	0	0	0
F15C11.6	F15C11.6	0	0	0	0	0	0
F15C11.7	F15C11.7	0	0	0	0	0	0
F15D3.4	F15D3.4	0	0	0	0	0	0
F15D3.5	F15D3.5	0	0	0	0	0	0
F15D3.6	F15D3.6	0	0	0	0	0	0
F15D3.8	F15D3.8	0	0	0	0	0	0
F15D3.9	F15D3.9	0	0	0	0	0	0
F15H9.1	F15H9.1	0	0	0	0	0	0
F15H9.5	F15H9.5	0	0	0	0	0	0
F15H9.6	F15H9.6	0	0	0	0	0	0
F15H9.9	F15H9.9	0	0	0	0	0	0
F16A11.1	F16A11.1	0	0	0	0	0	0
F16A11.12	F16A11.12	0	0	0	0	0	0
F16A11.13	F16A11.13	0	0	0	0	0	0
F16A11.2	F16A11.2	0	0	0	0	0	0
F16A11.5	F16A11.5	0	0	0	0	0	0
F16A11.6	F16A11.6	0	0	0	0	0	0
F16A11.8	F16A11.8	0	0	0	0	0	0
F16C3.1	F16C3.1	0	0	0	0	0	0
F16C3.2	F16C3.2	0	0	0	0	0	0
F16C3.3	F16C3.3	0	0	0	0	0	0
F16C3.4	F16C3.4	0	0	0	0	0	0
F16D3.6	F16D3.6	0	0	0	0	0	0
F16D3.8	F16D3.8	0	0	0	0	0	0
F17B5.1	F17B5.1	0	0	0	0	0	0
F17B5.10	F17B5.10	0	0	0	0	0	0
F17B5.11	F17B5.11	0	0	0	0	0	0
F17B5.4	F17B5.4	0	0	0	0	0	0
F17B5.6	F17B5.6	0	0	0	0	0	0
F17B5.8	F17B5.8	0	0	0	0	0	0
F17B5.9	F17B5.9	0	0	0	0	0	0
F18C12.3	F18C12.3	0	0	0	0	0	0
F18C12.4	F18C12.4	0	0	0	0	0	0
F20G4.2	F20G4.2	0	0	0	0	0	0
F21A9.1	F21A9.1	13	22	25	37	21	21
F21A9.2	F21A9.2	51	118	85	77	80	93
F21C3.10	F21C3.10	0	0	0	0	0	0
F21C3.6	F21C3.6	0	0	0	0	0	0
F21C3.7	F21C3.7	0	0	0	0	0	0
F21F12.1	F21F12.1	0	0	0	0	0	0
F21F12.2	F21F12.2	0	0	0	0	0	0
F21F12.3	F21F12.3	0	0	0	0	0	0
F21F3.2	F21F3.2	0	0	0	0	0	0
F21F3.3	F21F3.3	0	0	0	0	0	0
F21F3.4	F21F3.4	0	0	0	0	0	0
F21F3.6	F21F3.6	0	0	0	0	0	0
F21F3.7	F21F3.7	0	0	0	0	0	0
F22D3.5	F22D3.5	0	0	0	0	0	0
F22D6.15	F22D6.15	0	0	0	0	0	0
F22D6.16	F22D6.16	0	0	0	0	0	0
F22D6.18	F22D6.18	0	0	0	0	0	0
F22D6.2	F22D6.2	0	0	0	0	0	0
F22D6.8	F22D6.8	0	0	0	0	0	0
F22D6.9	F22D6.9	0	0	0	0	0	0
F22F1.6	F22F1.6	0	0	0	0	0	0
F22G12.1	F22G12.1	0	0	0	0	0	0
